region,marital,gender,longmon,tollmon,equipmon,cardmon,wiremon,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn
1,1,1,5.5,16,42.65,3.75,41.3,0,1,1,1,1,0,0,1,1,4,1
3,0,0,4.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,75.45,0,0,18.25,0,1,0,0,0,0,1,0,1,0,3,0
3,1,1,3,15.75,31.15,0,0,0,0,0,1,0,0,0,0,1,1,1
1,0,0,14.35,32.25,0,16.75,0,1,0,0,0,1,1,1,1,0,3,0
2,0,1,7.8,36.5,38.7,0,27.9,1,0,1,1,1,0,1,1,1,4,1
3,0,1,14.05,0,25.1,0,0,0,0,0,1,0,1,0,0,0,1,0
3,0,0,9,0,30.45,17.5,0,0,0,1,0,0,0,1,0,1,1,0
3,1,1,19.05,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,9.6,24.25,0,11.25,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,4.9,0,44.6,6.25,41.35,1,1,1,1,1,0,1,1,1,4,0
2,1,0,18.85,0,32,42.75,0,1,0,0,0,0,0,0,0,1,2,0
1,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,7.3,20.5,0,7.5,0,0,0,0,0,1,1,0,1,0,3,0
2,1,0,5.4,0,0,8.5,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,6.65,9.75,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,12.25,23.75,0,0,0,1,0,0,0,1,0,0,1,0,3,0
1,1,1,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,27.3,23.25,69.4,7.75,52.4,1,1,1,1,1,1,0,1,1,4,0
2,0,0,7,0,26.8,0,0,0,0,0,1,0,0,0,1,1,1,0
3,0,0,49.25,41.5,50.9,27.25,68.1,1,1,1,1,1,1,1,1,0,4,0
2,0,0,14.75,42.25,0,16.25,0,0,0,0,0,1,1,1,1,0,3,0
1,1,0,4.15,0,24.3,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,6.25,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0
2,0,1,3.5,28.25,0,0,0,0,0,0,0,0,1,1,1,0,3,1
3,1,0,12.4,28,51.7,19.5,52.9,1,1,1,1,1,1,1,1,1,4,0
2,1,1,16.7,38.25,53.45,22.75,72.6,1,1,1,1,1,1,1,1,0,4,0
3,1,0,23.55,48.25,0,21,0,1,1,1,0,1,1,1,1,0,4,0
2,1,1,81.55,62.25,0,15.5,0,1,0,1,0,1,1,1,1,0,3,0
3,0,1,6.05,0,0,21.25,0,0,0,0,0,1,0,0,0,0,1,0
3,0,0,1.6,17.25,31.1,12.75,19.85,0,1,0,0,1,1,1,1,0,3,1
2,1,1,8.55,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2,0,0,26.7,42.75,0,20.5,0,1,1,0,0,1,1,1,1,0,3,0
3,1,1,13.55,0,30.65,12.75,0,1,0,0,1,0,0,0,0,1,2,0
1,0,1,6.4,0,29.05,0,0,1,0,0,0,0,0,1,1,1,2,0
1,1,0,41.95,25.75,0,33.25,0,1,0,0,0,1,1,1,1,0,3,0
3,0,0,4.6,38.5,0,37.75,23.5,0,0,0,0,1,1,1,1,0,3,0
3,1,1,3,0,0,6,0,0,0,0,0,1,0,1,1,0,3,0
2,0,0,4.4,9,0,28.25,0,0,0,0,0,1,1,1,1,0,3,1
3,1,1,11,24,31.1,28.25,0,1,1,0,1,1,1,1,1,0,4,0
1,0,0,10.95,0,27.2,12.25,0,1,0,0,1,0,0,0,0,1,2,0
1,0,1,16.85,23.25,0,18.5,0,0,0,1,0,0,1,1,0,0,3,0
3,0,1,7.5,0,0,6.25,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,10.75,33,47.4,0,45.85,1,1,1,1,1,1,0,1,1,4,1
3,0,0,16,30.5,0,13.75,0,1,1,0,0,1,1,1,1,0,3,0
3,0,1,18.4,0,0,24.75,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,18.85,30,51.95,18.75,47.3,1,1,1,1,1,1,1,1,1,4,1
1,1,0,25.1,26.75,44.95,11.5,27.4,0,0,1,1,1,1,0,0,1,4,0
3,1,0,13.35,25.75,0,0,0,0,0,0,0,0,1,0,1,0,3,0
2,0,1,18.1,0,0,35.25,0,1,0,0,0,0,0,0,0,0,2,0
2,0,0,3.55,11,44.75,0,30.8,1,1,1,1,0,0,1,0,1,4,0
2,0,1,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,6.8,17.75,0,14,0,1,0,1,1,0,1,0,0,1,2,0
1,1,1,14.85,0,0,17.5,0,1,0,0,0,0,0,0,0,0,2,0
2,0,0,7.75,19.75,35.15,17,31.15,0,1,1,0,1,1,1,1,1,4,0
2,1,1,7.5,0,0,15.75,0,0,0,0,0,0,0,0,0,1,1,0
3,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,5.4,0,28.35,0,0,1,0,1,1,0,0,0,0,1,2,1
2,1,1,29.95,0,0,29,0,1,0,0,0,0,0,1,1,0,3,0
1,0,1,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1,0,0,27.1,18.5,42.5,37.5,0,1,0,1,1,0,0,0,0,0,2,0
2,1,1,17.55,30.75,0,21.25,46.7,1,0,1,0,1,1,1,1,0,3,0
2,0,0,13.45,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0
3,1,1,24.35,0,46.6,15.25,37.45,1,1,1,1,1,0,1,0,1,4,0
3,1,0,5.4,18,0,15,0,0,0,0,0,1,1,1,0,0,3,0
3,1,1,24.15,0,34.8,17.75,33.2,1,1,0,1,0,0,1,0,1,2,0
2,1,0,7.25,0,0,21.75,0,0,0,0,0,0,0,0,0,0,1,1
2,1,0,53.75,68.5,0,10.25,43.95,1,1,1,0,1,1,1,1,0,4,0
1,1,0,25.05,39,56.8,32.75,51,1,1,1,1,1,1,1,1,1,4,1
3,0,1,12.4,35,48.3,5.75,43.5,1,1,1,1,1,1,0,1,1,4,0
3,0,1,12.9,28.25,0,14,0,0,0,0,1,1,1,1,1,0,3,0
2,0,0,5.05,0,46.9,0,42.65,1,1,1,1,0,0,0,1,1,4,1
2,0,1,18.3,33.5,0,15.5,17.45,0,0,0,0,1,1,1,1,0,3,0
2,0,1,12.5,0,0,15,0,1,0,0,0,0,0,0,0,0,2,0
1,0,1,16.35,33.5,38.95,18.75,30.6,0,1,0,0,1,1,1,1,1,3,0
3,1,1,19.65,31,0,19.75,0,0,0,0,1,1,1,1,1,0,3,0
1,0,0,8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1,0,0,7.65,25,0,13.5,0,0,1,0,0,1,1,1,1,0,3,0
2,1,1,12.65,0,0,16.5,0,1,0,0,0,0,0,0,0,0,2,0
3,0,1,25.1,0,0,21.5,0,1,1,0,0,0,0,1,1,0,3,0
3,1,1,13.8,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,30.3,26.5,0,51.25,0,1,0,0,0,1,0,0,1,0,3,0
3,1,1,5.25,22,61.95,8.75,57.8,1,1,1,1,1,1,1,1,1,4,0
3,0,0,10.95,0,24.5,9.75,0,1,0,0,1,0,0,0,0,1,2,0
3,0,0,6.5,0,0,13.25,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,8.2,15,0,0,0,1,1,0,1,1,1,0,0,0,2,0
2,1,1,13.2,46,53.15,11.5,46.4,1,1,1,0,1,1,1,1,0,4,0
3,0,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2,0,1,4.3,0,32.55,0,25.4,1,0,0,1,0,0,0,0,1,2,1
1,0,1,38.2,0,0,28.25,0,1,0,0,0,0,0,0,0,0,2,0
2,0,1,31.6,0,0,26,0,1,0,0,0,1,1,1,0,0,3,0
3,0,1,19.9,0,41.7,23.75,0,1,1,1,1,0,0,0,0,1,2,0
3,1,1,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,9.85,20.75,27.65,36,0,1,0,0,0,0,1,0,1,0,3,0
3,0,0,4.65,0,32.05,0,0,1,0,0,1,0,0,0,0,1,2,1
2,0,1,0.9,0,23.85,0,0,0,1,1,0,1,0,0,0,1,1,1
3,0,1,3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1,1,1,3.6,0,28.7,0,0,0,1,0,1,0,0,0,0,1,1,0
3,0,1,8.1,15,0,0,0,0,0,0,0,1,1,1,0,0,3,0
2,1,1,2.95,17,39.3,20,34.3,0,1,1,1,1,1,1,1,1,4,1
1,1,1,4.2,0,0,16.5,0,1,0,0,0,0,0,0,0,0,2,0
1,1,0,22.7,0,32.9,8.5,0,1,0,0,1,0,0,0,0,1,2,0
1,1,0,11.95,32,0,53,0,1,0,1,0,1,1,1,1,1,4,0
2,1,1,9.45,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,5.05,35.5,0,10.5,23.3,0,1,0,0,1,1,1,1,0,3,0
1,1,0,21.85,0,0,46.5,0,1,0,0,0,0,0,0,0,0,2,0
2,0,0,5.95,0,0,5.25,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,26.8,0,0,21.75,0,1,0,0,0,0,0,0,0,0,2,0
2,0,0,4.75,0,21.4,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,12.1,0,44.9,24.5,0,1,1,0,1,0,1,0,0,1,2,0
2,0,1,4.75,23,38.55,13.5,42.7,0,1,1,1,1,1,1,1,1,4,1
3,1,0,7.1,40.75,39.75,16.5,50.85,1,1,1,1,1,1,1,1,1,4,1
1,0,0,13.35,18.5,0,18.5,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,8,0,38.5,20.5,40.05,1,1,1,1,1,1,1,1,1,4,0
2,0,0,12.85,21.75,0,17,0,0,1,0,0,1,1,0,0,0,3,0
3,0,0,4.9,26,41.55,10,36.4,0,1,1,1,1,1,1,1,1,4,1
3,1,1,9.65,39.25,51.15,53.5,74.8,1,1,1,1,1,1,1,1,1,4,0
3,0,0,3.8,26.5,0,20.5,0,0,0,0,0,1,1,1,0,0,3,0
3,1,0,4.05,22.25,31.8,0,0,0,1,1,1,0,1,1,1,1,4,0
2,0,0,7.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,1,0,7,26.5,0,0,26.1,0,0,1,0,1,1,1,1,0,3,0
1,0,1,23.95,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0
2,1,1,16.05,18.75,0,8.25,0,1,0,0,0,1,1,1,1,0,3,0
1,0,0,10.2,0,0,17.5,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,7.7,0,38.9,0,32,1,1,1,1,0,1,0,1,1,4,0
1,1,0,15.65,21.75,0,30.75,0,0,0,0,0,0,1,1,1,0,3,1
1,1,0,8.95,0,0,9.25,0,0,0,0,0,0,1,1,1,0,3,0
1,1,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,0,1,12.35,19.75,27.85,14.5,0,1,0,0,0,0,0,0,0,1,2,1
1,0,1,18.6,46.25,0,14.75,41.2,0,1,1,0,1,1,1,1,0,4,0
2,0,0,3.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.6,19.75,0,8.75,56.45,1,1,1,1,1,1,1,1,0,4,0
3,0,1,4.65,0,25.25,0,0,1,0,0,0,0,1,0,0,0,2,1
2,0,1,14.5,44.25,0,18.25,0,0,0,0,0,1,1,1,1,0,3,0
2,1,0,5.85,25.5,42.45,13.25,34.15,1,1,1,1,1,1,1,1,1,4,1
3,1,1,7.1,21.25,0,25.25,0,0,0,0,1,1,0,1,0,0,1,1
1,0,0,7.25,25.5,0,32.5,0,0,1,1,0,1,1,1,1,0,4,1
3,0,1,8.55,21.75,0,15.5,0,0,0,0,0,1,1,0,1,0,3,0
3,1,0,7.9,0,35.2,27.5,0,1,0,0,1,0,0,0,0,1,2,0
1,1,0,8.5,27,0,20,31.25,0,0,0,0,1,1,1,1,0,3,0
1,0,1,42.85,0,70.05,15,111.95,1,1,1,1,0,0,1,1,1,4,0
3,1,0,5.25,30,0,21.75,25.75,0,0,0,1,1,1,1,1,0,3,1
1,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,45.4,0,25.75,46.75,0,1,0,1,0,0,0,0,0,1,2,0
1,1,1,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,1,0,8.2,0,0,13.75,0,1,0,0,0,0,0,0,0,1,2,0
1,0,0,2.4,14.75,27.5,0,0,0,0,0,0,1,1,1,0,0,3,1
1,1,1,6.4,0,31.2,0,0,1,1,0,1,0,0,0,0,1,2,1
1,0,0,3.2,0,21.6,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,0,20,63.5,0,15,36.8,1,1,1,0,1,1,1,1,1,4,0
2,1,1,8,0,0,0,0,1,0,0,1,1,0,0,0,1,2,1
3,0,1,22.8,0,0,5,33.05,1,1,0,1,1,1,1,1,1,4,0
2,0,1,7.4,0,0,11,0,0,0,0,0,0,1,1,1,0,3,0
2,0,0,1.35,0,22.6,0,0,1,0,0,0,1,0,0,0,1,2,1
3,0,1,18.35,0,0,6,0,0,0,0,1,0,0,0,0,1,1,0
1,1,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,5.8,0,20.85,0,0,0,0,0,0,0,0,0,0,1,1,1
2,1,1,5.7,0,28.05,0,0,1,0,0,1,0,0,0,0,1,2,1
1,0,1,3.65,9.5,0,7,0,0,0,0,0,0,1,1,0,0,1,0
2,0,0,5.65,24,0,25.5,0,0,0,1,0,1,1,1,1,0,3,1
1,0,0,4.65,0,30,0,0,0,1,0,1,0,0,0,1,1,1,0
2,1,0,8.25,0,0,19.75,0,0,0,0,0,0,0,0,1,0,1,0
2,0,1,9,25.25,0,9,0,0,0,0,0,1,1,1,1,0,3,0
1,1,0,34.25,0,0,35.75,0,1,0,0,0,0,0,0,0,0,2,0
1,0,0,9.5,0,27.35,0,0,0,0,0,1,1,1,1,0,0,3,0
3,0,0,5.25,24.75,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1,0,1,8.75,0,0,27,0,0,0,0,0,0,0,0,0,1,1,0
3,0,0,2.8,13.5,29.9,16.5,0,0,0,1,1,0,1,0,0,0,1,0
2,1,0,4.95,22,0,11.25,28.3,0,0,1,0,0,1,0,0,1,1,1
2,1,1,12.85,40.25,0,15,0,0,0,0,0,1,1,1,1,0,3,0
2,1,0,10.25,21.5,0,25.75,58.85,0,1,1,1,1,1,1,1,1,4,1
3,1,0,12.15,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
3,1,1,24.4,41.25,0,9.5,36.7,1,1,1,0,1,1,1,1,0,4,0
2,0,0,3.25,21,0,15.25,0,0,0,0,0,1,1,0,1,0,3,0
1,0,1,5.4,16,0,0,0,0,1,0,0,0,1,1,0,0,3,0
2,0,0,3.45,0,31.85,0,0,1,1,0,0,0,0,0,0,1,2,1
3,0,0,8.6,11,30.05,0,0,1,0,0,0,0,0,0,0,0,2,0
2,0,0,6.2,0,21.35,0,0,1,0,0,1,0,0,0,0,1,2,1
2,0,0,8,32.25,0,18.25,19.45,0,1,0,0,1,1,1,1,0,3,0
1,1,0,3.4,0,22.7,0,0,0,0,0,1,0,1,0,0,1,1,1
2,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,15.5,0,0,14.25,0,1,0,0,0,0,0,1,0,0,2,0
2,0,1,3.45,0,0,0,15.1,1,0,1,0,1,1,0,1,1,4,0
1,0,1,8.3,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1
1,0,0,6.7,0,0,25.25,0,1,0,0,0,0,0,0,1,0,2,0
1,0,0,6.05,25.25,41.55,31.75,36.6,1,1,1,0,1,1,1,1,1,4,0
2,1,0,6.3,41.25,55.8,20,50.95,1,1,1,0,1,1,1,1,0,4,0
3,1,0,29.45,0,22.65,19,0,1,0,0,0,0,0,0,0,1,2,0
1,0,1,4.25,0,19.8,7,0,1,0,0,1,0,0,0,0,0,2,0
2,0,1,2.7,31.5,36.25,15,23.4,0,1,0,1,1,1,1,1,1,4,1
2,1,1,4.3,25.75,0,29,31.9,0,1,1,0,1,1,1,1,0,4,0
2,0,1,3.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,5.15,24.25,28.85,0,0,1,1,1,1,1,0,1,1,0,4,0
1,0,0,5.5,0,46.1,0,35.25,1,1,1,1,0,1,1,0,1,4,1
1,1,1,12.65,34.25,0,0,0,0,0,0,0,1,1,1,1,0,3,0
1,1,0,16.85,40.5,0,34.5,39.8,0,1,1,1,1,1,1,1,0,4,0
1,0,0,19.5,0,0,11.75,0,1,0,0,0,0,0,0,0,0,2,0
3,1,0,26.05,36.75,41.85,16.25,38.45,1,1,0,0,1,1,1,1,0,3,0
1,1,0,9.25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,4.75,23,37.45,0,0,1,0,0,0,0,0,1,1,1,2,0
3,0,1,7.05,0,0,20.25,0,1,1,0,0,0,0,0,0,1,2,0
3,1,1,21.7,0,0,52.25,0,1,0,0,0,1,1,1,1,0,3,0
3,0,1,3.4,0,0,15.75,0,0,1,0,0,0,0,0,1,0,1,1
2,1,1,13.05,0,40.6,10.25,40.85,1,1,1,0,1,1,1,1,1,4,0
3,1,0,12.25,0,23.9,0,0,0,0,0,0,0,0,0,0,1,1,1
3,0,0,4.15,0,29.9,0,0,0,0,0,1,0,0,0,0,1,1,1
1,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2,0,0,19.2,25.75,0,9.25,0,0,0,0,0,1,0,1,1,0,3,1
1,1,1,13.4,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0
1,0,0,10.7,23,0,18.75,0,0,0,0,0,1,1,1,1,0,3,0
3,0,1,6.45,0,0,5.75,0,0,0,0,0,0,1,0,1,0,3,0
2,1,1,33.05,21.75,53.55,18.75,48.05,1,1,1,1,1,1,1,1,1,4,0
3,0,0,25.65,41.75,0,11.75,0,1,1,0,0,1,1,1,1,0,3,0
3,0,1,7.15,0,44.8,14.25,46.55,1,1,1,0,1,1,0,1,1,4,0
1,1,1,18.45,33.75,56.95,35.5,47.85,0,1,1,1,1,1,1,1,0,4,0
2,1,0,10.75,33.5,35.3,11,44.6,1,1,0,0,1,1,1,1,0,3,0
3,1,1,12.95,32.5,0,26.25,0,1,0,0,0,1,1,1,1,0,3,0
2,0,1,8.3,14.75,52,18,47,1,1,1,0,1,1,1,1,1,4,1
3,0,1,8.8,0,0,20.75,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,13.4,0,0,27.5,0,1,0,1,0,1,1,1,1,0,3,1
2,1,0,8.15,26.5,50.95,31.75,55.55,1,1,1,1,1,1,1,1,1,4,0
2,0,1,11,0,0,8.75,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,18.15,46.25,49.2,21.25,0,0,0,0,0,1,1,1,1,0,3,1
1,1,0,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,2.45,0,21.9,0,0,0,0,0,1,0,0,0,0,1,1,1
3,1,1,10.4,0,44,0,0,1,1,0,1,0,0,0,0,1,2,1
2,0,0,6.4,0,37.6,22.75,46.2,1,1,1,1,1,1,1,1,1,4,1
2,0,0,14.05,9.25,30.35,0,0,1,0,0,1,0,0,0,0,1,2,1
2,1,0,6.6,43.5,0,29.5,0,0,0,0,0,1,1,1,1,0,3,0
1,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,14.6,0,0,29.5,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,9.05,21.5,0,8,0,0,1,0,0,1,1,1,1,1,3,0
1,0,0,8.55,14.75,0,22,0,0,0,0,0,1,1,1,1,0,3,0
2,0,1,17.25,0,0,17.75,0,1,0,0,0,1,0,0,0,1,2,0
2,0,0,5.65,36.25,0,19.75,40.4,1,1,1,1,1,1,1,1,0,4,0
1,0,0,10.4,0,0,22.5,0,1,0,0,0,0,0,0,0,0,2,0
3,0,0,17.65,28.5,0,41,28.55,0,1,1,0,1,1,1,1,0,4,0
1,0,0,7.9,0,30.15,0,0,0,1,0,1,0,0,0,0,1,1,1
3,0,0,1.1,5.75,22.8,2.75,0,0,0,0,1,1,0,0,0,1,1,1
3,0,1,14,30.75,0,14.75,0,1,0,0,0,1,1,1,1,0,3,0
3,1,1,3.65,0,36.45,0,0,1,0,0,1,0,0,0,0,1,2,0
3,1,1,3.15,173,0,9.5,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,6.2,0,29.55,12.75,0,1,0,0,1,0,0,0,1,0,2,0
1,0,1,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,0,1,2.1,13.75,25.95,8.75,0,0,1,0,1,1,0,1,1,0,3,1
3,0,0,6.85,0,36.05,0,0,1,0,0,1,0,0,0,0,1,2,0
1,1,0,20.15,39.25,46.3,17.25,36.4,1,1,1,1,1,1,1,1,1,4,0
3,1,0,22.4,0,0,18.5,0,0,0,0,0,1,1,1,1,0,3,0
1,1,1,5.4,16,39.2,13.75,33.55,0,1,1,1,1,1,1,0,1,4,1
1,0,1,6.35,0,19.75,0,0,0,0,0,1,0,0,0,0,0,1,1
2,1,1,4.6,0,35.45,0,27.7,0,1,1,1,0,0,0,0,1,1,0
2,1,1,2.1,16.25,43.2,12.25,33.6,1,1,1,1,1,1,1,1,1,4,1
1,0,0,8.15,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,14.3,19.5,39.6,15.25,28.95,1,1,1,1,1,1,1,1,1,4,0
1,1,0,6.85,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
2,1,0,18.9,0,0,12,0,1,0,0,0,0,0,0,0,1,2,0
1,1,0,12.75,0,0,23.75,0,1,0,0,0,0,1,1,1,0,3,0
2,0,1,30.55,46.25,0,26.25,46.7,1,0,0,0,1,1,1,1,0,3,0
1,0,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,4.95,0,31.55,10.75,0,0,0,0,1,0,0,0,0,1,1,0
3,1,0,11.9,25.25,0,8.25,0,1,0,0,0,1,1,1,1,0,3,0
1,1,1,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,5.9,0,0,23,0,0,0,0,0,0,0,0,1,0,1,0
2,1,0,6.7,0,20.2,31.25,0,0,0,0,1,0,0,0,0,0,1,1
1,1,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,14.6,0,0,14.25,0,0,1,0,1,1,1,0,1,0,3,1
1,1,1,3.2,41,0,15.75,35.4,0,1,1,1,1,1,1,1,0,4,0
2,1,1,13.85,50.5,0,21,0,0,0,0,0,1,1,1,1,0,3,0
1,1,1,18.95,0,0,30.5,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,7.9,23,0,15.75,0,1,0,0,0,1,1,1,0,0,3,0
3,0,1,9.55,21.25,59.2,10,79.2,1,1,1,1,1,1,1,1,1,4,0
2,0,0,7.55,0,0,6.5,0,0,1,0,0,1,1,1,0,0,3,0
1,0,0,7.3,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0
2,0,0,2.1,19.5,27.45,0,0,1,0,1,0,1,1,1,1,1,4,1
2,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3,0,0,7,11,26.25,0,0,0,0,1,0,0,0,0,0,1,1,1
3,0,0,5.05,0,28.65,0,0,1,1,0,1,0,1,0,0,0,2,1
2,0,0,3.55,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0,0,5.95,21.5,0,11.25,0,0,0,0,0,1,1,1,1,0,3,0
2,1,0,7.35,0,0,19.25,0,1,0,0,0,0,0,0,0,1,2,0
2,0,0,18.45,28.25,0,11,0,1,0,0,0,0,0,0,1,0,2,0
1,0,1,11.7,26,0,23.25,0,0,1,0,0,1,1,1,1,0,3,0
1,0,1,13.9,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,2.8,16.5,36,37.75,21.7,0,1,1,0,1,1,1,1,1,4,1
1,0,0,4.5,0,31.85,0,0,0,0,0,1,0,0,0,0,0,1,1
3,1,1,6.1,0,0,0,0,1,0,0,0,1,0,1,1,1,3,0
2,0,1,44.95,15.75,0,20,0,1,0,0,0,0,0,0,0,0,2,0
2,1,1,13.7,16.25,0,6.75,0,0,0,0,0,1,0,0,1,0,3,0
3,1,1,22.25,27.5,0,26.75,29.75,1,0,0,0,1,1,1,1,0,3,0
3,1,0,33.65,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0
3,0,1,6.2,0,28.4,7.25,0,0,0,0,1,0,0,0,0,1,1,0
3,0,1,2.95,0,0,7.25,0,0,0,0,0,1,0,1,0,0,1,1
3,0,1,3.75,17,31.95,0,21.9,0,0,0,0,1,1,1,1,1,3,0
2,0,1,16.7,0,32.25,11.75,0,1,1,0,0,0,0,0,0,0,2,0
1,0,0,30.75,22.25,0,12.25,47.4,1,1,1,0,1,1,1,1,1,4,0
3,0,0,14.75,20.25,0,10.75,0,0,0,0,0,1,0,0,1,0,3,0
1,0,0,3.4,0,0,8.25,0,0,0,0,0,1,0,0,0,0,1,0
2,0,1,4.1,0,29.35,0,0,1,0,0,0,0,0,0,0,1,2,1
1,1,0,7.25,0,33.7,18.75,0,1,0,0,1,0,0,0,0,0,2,0
3,1,1,16.6,19,58.7,16.5,51.35,0,1,1,1,1,1,1,1,1,4,1
2,1,1,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0,1,6.9,15.75,42.75,17.25,30.95,0,1,1,1,1,1,1,1,1,4,1
2,1,0,19.6,35.75,34.25,62,0,1,0,0,0,0,1,1,0,0,3,0
3,1,0,23.1,29.25,0,25.5,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,6.05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,0,0,18.05,30.25,0,8.75,30.4,1,0,1,0,1,1,1,1,0,3,0
1,1,1,12.8,27.75,0,10.5,0,0,0,0,1,0,0,1,0,0,1,0
2,1,1,4.05,25.75,0,27.5,22.5,0,0,1,0,1,1,1,1,0,3,0
2,0,0,8.25,24.5,0,0,26.4,1,1,0,0,1,1,0,1,1,4,1
2,1,1,7.65,0,23.25,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0,1,4.3,23,45.15,22.75,31.3,0,1,1,1,1,1,1,1,1,4,1
1,1,1,9.2,0,37.2,18.75,0,1,0,0,0,1,0,0,0,0,2,0
1,0,0,4.7,0,39.65,0,20.8,0,1,1,1,0,0,0,0,1,1,1
2,1,1,32.65,0,0,41.75,0,1,0,0,0,1,1,1,0,0,3,0
2,1,0,16.1,36,0,11,0,0,0,0,0,1,1,1,1,0,3,0
2,0,0,6,21.25,34.4,9.75,26.9,0,0,1,1,1,1,1,0,0,4,0
1,1,0,3.95,0,0,36.25,0,1,0,0,0,1,1,0,1,0,3,0
2,1,0,15.85,24.75,0,8.75,0,0,0,0,0,1,1,1,1,0,3,0
3,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,4.15,0,39.1,0,27.05,0,1,0,1,0,0,0,0,1,1,1
2,0,1,7.15,0,24.6,10,0,1,0,0,1,0,0,0,0,1,2,1
3,1,1,16.5,36,54.2,22.75,28.4,1,1,0,0,1,1,1,1,1,4,0
